name,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,is_all_star
Raja Bell,0.25733738800471717,0.15405716140393255,0.0151911078822603,-0.416898692914473,-0.5589510199489856,1.8047414177658079,-1.3511985767364556,-0.05897342695377704,0
Jonathan Bender,1.6621179001144264,0.7602214981456349,-0.17814063775550934,-0.6858643826367697,-0.9260855298794771,-0.31097379047496654,0.05529737620828369,1.4777048178305636,0
Travis Best,-0.1366277922982342,0.36094842327931115,0.6612230489468284,-1.2320965617072757,-0.6938735539921883,-1.3862409567182452,1.1417967985121036,-0.9494969594686877,0
Mike Bibby,-3.719131005414928,1.00104506068105,-1.5972796724774525,-2.0752967281209904,-1.0310933020889008,2.3629288286647525,0.6324511690408167,1.4835057585511087,0
Chauncey Billups,-6.585745864044824,-1.911028537755425,-2.151635790693927,-0.9227167614810591,0.1384534898245883,-0.6509238978807482,-0.10144916659144768,0.6187256261007114,0
Mookie Blaylock,2.35219412301739,-2.532412131298076,0.4523787280879523,-0.38108587558025947,-0.8770599351689727,0.031642055900464934,-0.9353086007866399,1.7684894990962448,0
Corie Blount,0.8416819267664682,0.902980868044115,0.6348610757935598,0.6333709959116711,0.14601118454016157,-2.1982092187816913,-0.14728960648809974,-0.2625769104234292,0
Mark Blount,-1.1153882134928734,-0.832203060273472,0.7102534250936036,1.7892412983870294,0.7183364717538191,-2.2907921257002193,1.2430895728721771,-0.8481796975048571,0
Calvin Booth,0.9270939717986417,-0.1709572430896405,-1.3061914765467744,1.872737003031043,0.9225404540692408,0.3996634451743979,0.4974210066326178,-0.616386812463283,0
Ruben Boumtje-Boumtje,-1.217280641702389,-0.1289022527715289,-0.37150720185919534,1.6369720533630903,0.6949433034847936,0.666316640611419,-0.18724299009963416,0.9267991122334145,0
Cal Bowdler,-0.9390848841664774,0.9105873249292533,0.5445629845534607,-1.0673958209023444,0.016528945145790643,-0.7989235365208426,0.8019644089558821,-1.0628739467089467,0
Bruce Bowen,-0.5222360710857535,0.23657626160629697,0.24621290378743357,-1.5486016486323266,-1.938839316805913,-1.0444662627809045,-1.7658302591063975,0.5545787822789503,0
Ryan Bowen,-2.8987474663707524,2.8203635029053733,-0.19550864771457502,-1.3231713231044724,1.7432845450297,-1.1647380488810488,-1.264647654340406,-1.0110341073720224,0
Ira Bowman,-3.5533039062305876,-0.08030060071571644,-0.9082718567262983,-0.4040612991268246,-0.2524905548247717,-0.287452240190378,0.15883764578485762,1.259698807568327,0
Earl Boykins,2.547880736429901,-2.3034994924165004,1.291349164897694,-0.108481889510804,-2.0508765394085815,0.8004699883598919,1.7910805297596697,-2.1639803372503112,0
Michael Bradley,3.1180972386255523,-0.46099715838401034,0.43458056260054223,0.5927806737400918,0.09074203192776566,-0.3472470941917149,0.3357613904486031,0.0678752299081654,0
Shawn Bradley,3.2190287887165345,1.1240399693539982,-0.4214576569033284,1.1089633056514594,0.14604215820818747,-1.493428479104856,-0.9598399960303541,-0.7771289509077824,0
Elton Brand,-1.8269405526675147,0.01074264684757681,0.4920802055385247,0.04366344048223623,0.3507284148417391,0.7062159851111741,-0.03993283378692669,-0.3611124327233751,1
Terrell Brandon,-2.392063039006103,0.8667781731251162,-0.014952963830951647,-0.4720977818277125,1.77075692035305,0.18633820551081462,0.6704199648954412,0.5570157627785025,0
Jamison Brewer,-1.6388841766890971,0.15925034677193814,0.5385196599518878,0.03702049560085652,1.2764131226092372,0.4908772152484807,-1.2756794061427135,-1.7918586073060596,0
Primož Brezec,0.46691845308612706,-1.1421331007399638,0.2268039714123019,1.1223068921047759,1.4417291589290508,0.3978126137227537,1.8400968629991543,1.5635551248408863,0
Chucky Brown,-1.9678501151353192,-0.5188635025462852,-1.2415078152649917,0.9061993883643296,-0.7539493831322316,-1.5347729667185857,0.573259389387048,-0.8525080707848788,0
Damone Brown,3.851876765659544,-0.29858942744661265,0.1151346621417556,1.3030538173695496,0.8491595106327917,0.6945589002435026,0.09235729664683826,1.0400235246617535,0
Dee Brown,0.5352578434850175,0.3647260987977767,-1.4253141007505064,0.6975392327041693,-1.363146317000428,-0.880711824161305,0.4997654041510312,0.8315590958921398,0
Ernest Brown,-2.8690724432593333,2.2123679503878257,-0.7982120604437122,-2.8767169218728488,-0.01811750813855442,2.88351052525637,0.2180430611843704,-0.9279080085831193,0
Kedrick Brown,-2.6943472679874954,-1.05824860140826,0.45762551093715864,-1.2073743451651777,-0.735904232386297,0.006535439273443565,-0.28564187571101785,0.24742470424887777,0
Kwame Brown,0.004075024263487793,0.5611610541391606,1.4841382973441244,0.7280920584905713,1.1966519309691006,1.0501318071521768,0.18670788583268474,0.25503553308165816,0
P.J. Brown,-1.8528539760338527,-2.2920415302356094,-0.4496273781276038,0.17441108977635555,-0.3273047804811095,-0.5256396476667902,0.009993458828446053,-0.05048994541402931,0
Randy Brown,4.472289016398216,-0.394027578584927,-0.7751784200679469,-0.7563206322693791,-0.09448498757252251,-0.29969929605568546,-0.3800004697175957,-1.089601647725005,0
Tierre Brown,4.778573044858931,-0.1319653473977034,-0.955683174928686,-1.5259662538125096,-1.437624071697621,-1.1415065944534495,-2.0526893105723207,-0.2012850671916107,0
Rick Brunson,0.9093027909721905,0.7866993877043513,3.0625537458105474,4.920172902858571,0.7259063083145606,-1.4854399713733992,-1.3897576188956084,0.23472250645402612,0
Kobe Bryant,1.2693786554656583,-0.9666521460425184,-0.34704191846830285,-0.33653278059493796,-1.1075381342355048,-1.05063108491274,0.8685418916440949,0.28120140541935423,1
Mark Bryant,8.434716323432257,-3.5279740965065503,-1.3306964483885018,0.42522209767562874,-0.4377621564306794,2.242831158449702,0.9697498162773814,-0.894913245310512,0
Greg Buckner,9.961700348224987,-0.8555145397749209,-1.9255097965791474,1.074645297772149,1.9302560628369942,2.2613561211478834,0.2307978147091748,0.03695233520040933,0
Jud Buechler,1.3593375896780728,0.5706501969849791,1.6415268605734792,-3.30110602364671,-0.1128862582069829,1.8488895350372958,-0.034374409205862655,0.677168330423649,0
Rodney Buford,0.40277583877322437,-0.056835696583579384,-0.8973528553972621,-1.2636535657928194,-1.1359100884571514,-0.11680049688574212,0.6233740809145654,-0.9334970079163557,0
Matt Bullard,0.816966879692163,1.8504538630744645,0.4829363103300424,-0.6988170090849771,-0.43780535241814883,-1.123909688081767,-0.5399218049448211,-1.041949640368519,0
Mitchell Butler,-1.3594528020017498,2.871993511627847,-0.9387537436306017,1.6503896640790265,-1.1062735118195084,0.1319929232504196,-1.300160579171469,0.011708206015741207,0
Jason Caffey,-2.3701435125241903,-0.0586225155205258,-0.30536151110756254,-0.624999861933312,0.10418592509562702,1.305077683090478,1.0450743289067788,1.2563164142965255,0
Marcus Camby,3.3979599629508144,0.2719326922752806,0.6971662095348165,-0.8765883781157745,-0.9043344550073744,-1.2856979690572066,-0.30443964721983174,1.1453755382624629,0
Elden Campbell,-0.09063343633915281,-0.455897753293505,-0.19136499929560297,0.47177052885252474,-0.43298465680639736,-1.3729690585338432,-0.47094499252200545,1.576497109509739,0
Brian Cardinal,-0.14057816711575843,1.2022467950813043,1.3712757262555313,-1.4343452207468321,-0.294426871106818,-2.442507572531152,-0.11271572984270521,-1.874719312387758,0
Anthony Carter,-1.7076322819031626,0.34431740113560666,2.019550344971405,-0.44192708866100644,1.6110198060229417,-0.4944433291836944,-0.3576264666789945,-2.1430089285567524,0
Vince Carter,1.4070576123815581,0.032588210706947895,0.355169334292122,-0.09988982716678865,0.2650650800915506,-0.1994135649627301,-0.3357400585676018,-0.5880898580713936,1
Sam Cassell,6.429525266932178,-0.1472414756343375,0.25643731933558467,-1.6362006399096112,-0.24699925945609905,0.2579941511174068,-0.6177437923555404,1.3400940487473632,0
Kelvin Cato,-0.10639597850377142,-1.0438839570755796,2.8104242687007406,1.5735725624439474,-0.33603716988500454,0.9383246244253395,0.012764850186348601,0.43365741358304044,0
Tyson Chandler,-1.9828970281587464,-2.700796511105888,0.8927059835541064,-0.4027808766276308,-0.3409249183015015,0.045912160060247134,0.04102815116372324,0.732669327447077,0
Calbert Cheaney,-1.16062979485458,0.5303013511303843,0.23530739885461288,-1.0373584312147217,-0.11000333193921635,3.884829943045568,-0.477767429169116,-3.252308796295601,0
Chris Childs,-1.0874252901956636,3.282989605805593,-1.682715906053547,2.865074203178695,-1.8119979202894012,1.4808373255253133,-1.0942074610552392,1.436929691260347,0
Doug Christie,-1.054095869251376,-1.9797342025644586,1.7687928764522471,0.4674515416229263,2.124183402527243,1.1360452706919502,1.6812190292258078,0.32430624180728557,0
Keon Clark,2.7529369970845123,-1.277952916708134,-0.17998358929478528,0.594324001876007,-0.11169445816549824,-0.5079565640330913,-0.04571325746307271,0.5342338638610797,0
Speedy Claxton,-0.7920707181924725,1.924106105486253,0.6078515913697167,1.5652980760689967,0.41755290991936894,1.2243977615415957,1.0655197111805477,1.8434564584865256,0
Mateen Cleaves,-4.268037548316046,0.2897291910731088,0.26780735213670886,-2.2231113947100463,1.9500274016286885,-1.3685341551891206,-2.835825606749275,1.0867074220844568,0
Derrick Coleman,0.2844932597729688,1.6639762284897024,0.013616438585829057,0.15444902262490506,-0.8226232313764104,-0.23502744052949992,0.42527485484986044,0.21397129750195137,0
Bimbo Coles,-2.079466577088415,1.4819594295185359,0.9952876493608998,-0.30421148327117653,0.6784620916163844,0.659810869193279,0.9894725536471509,2.0854590681958025,0
Jason Collier,-2.7126692973910687,-0.47851712280573905,-0.6269537713555475,0.4123552577756983,0.35010601619397075,1.446973496867561,2.724303773834326,0.5879772349459069,0
Jarron Collins,0.49473142726932356,1.5222511725058219,0.9221755549752865,1.066388268040722,-0.7041107704116263,-0.39630163121181156,0.3768600620532261,-0.2537622985337876,0
Jason Collins,3.045731828655328,-0.8741639076291446,-1.1066654653182288,-0.4781160083493603,-0.951414582081529,-0.09335107816428724,-0.14307178645062676,0.6105518319385921,0
Chris Crawford,-0.19275834429419642,-0.5645921944476643,-0.11446887598238024,0.41513530646239877,-0.5082008920759497,-1.7264276878217553,0.2216620605642731,-0.3118312765803058,0
Jamal Crawford,-1.5559660186262965,-1.4638149426459004,0.7374878299899745,1.61235557118048,2.3161407162580314,0.9395847277193821,-0.5526551021666768,-2.8143735415976763,0
Joe Crispin,0.3051088441543065,0.4424981185617504,0.0390982157965707,1.8311716134105183,-0.29719259606676934,-1.2816520173180097,-1.3444761292652163,0.10590777999198199,0
Austin Croshere,7.415855369331853,2.270315513695995,-0.15903367449181288,-3.4173296967698885,-2.061344001012606,-0.6736056878604805,0.9112237960557421,1.0107709120055266,0
John Crotty,1.2784713793864677,1.956662093417329,-0.2927323373811225,0.709423714117406,-1.4681257428487378,-1.0695872138957447,-0.7703876766461879,-0.13821513667559218,0
Vonteego Cummings,-1.0605596002523492,0.9737471747139881,0.9966396407147663,-1.2832273875602571,1.2203877047256408,-0.8759471031974911,0.09011971259021122,-0.5731756117415895,0
Dell Curry,-0.059204795969420305,0.7423860671287668,-1.2253594030462593,1.3270090697624304,-0.7714578079891081,1.5188640247288414,0.37671803160801137,0.5474894114514507,0
Eddy Curry,0.6106383464741779,-4.716947600034352,1.8919072800813692,1.9966706610800569,-1.575721142039075,2.540876488272921,1.2259552773788813,-2.7126785519369965,0
Michael Curry,-4.358365836575792,-1.4608476632635745,-0.9164110941346026,-1.0712581233125482,1.5410697285068926,0.10083999677593103,-0.8821374911217592,0.5265853235337901,0
Samuel Dalembert,0.0807264779054512,2.2593908049297813,-0.3246988947256545,0.23641348518595065,0.06072004258718282,-0.10651637472389655,0.7875106494470014,-0.6401921194583731,0
Erick Dampier,-3.558297895874492,0.625039340063458,-1.17973622933384,-0.14175019172069175,0.5999604162663962,1.3754578347149793,1.7951794968055088,0.023714104985189315,0
Antonio Daniels,-1.2474153874543052,-0.4312386549540877,0.355229566197676,0.0015473564564481177,0.9665073771684969,-0.8357728958759923,-1.4697593441766963,0.13176796191041024,0
Antonio Davis,-7.752076746183209,-2.3145557115973054,-4.514605645751386,-2.9001920337549087,0.43367052257145267,3.200565190675563,-0.10284003689696591,-1.761500137616231,0
Baron Davis,2.629896110478275,-0.3582707265239484,0.39847171303873175,0.23680847272983102,-1.1037534566317648,-1.0305028514797243,0.12849699098179568,0.08118535758759322,1
Dale Davis,-1.562627464873795,0.05092970439834379,-0.5463279566955845,1.451082074799007,0.7016881974503772,-0.8339360336874221,-0.29133507868891634,-0.29540150416045147,0
Emanual Davis,-0.9527851963536578,-0.09069784722279588,1.1116153920853844,-1.512909975743223,0.195496311068533,0.6356122477048819,-1.6502073552774412,0.4598543839049282,0
Hubert Davis,-0.4200724377060406,0.24900847730280765,0.6147857589973311,-1.1758927795803393,0.8223404290442515,-1.038954308102849,-0.7290931004399277,-0.7583696024637646,0
Ricky Davis,-1.4970924674229906,-0.5602069112197339,1.2220253727479689,-0.10239957793163854,0.20611558305449523,-0.9172671623885065,0.22636464932998862,-0.8147056598332058,0
Andrew DeClercq,0.48515088482835234,1.3337427826412094,4.774770790166034,-1.8249398401804469,2.6722251952620497,3.915351937105566,6.5960976177408375,7.946965273386168,0
Vinny Del Negro,4.862107029297412,0.6410040429258383,1.2601877067079599,-1.2935052499419761,-0.5447869068205499,-1.4708564677936635,-0.04287445409820669,-0.46484051943135113,0
Tony Delk,-2.3551464569432734,-0.16510804443627705,-0.4699030511228188,2.179095494960694,1.8437737717419156,-0.1959195295146801,0.7069510666615242,0.27153870655322715,0
Derrick Dial,0.642367283411165,0.1940668743233422,-0.61785994407498,0.027774537590594194,0.21773366723440893,-1.1361368621028298,0.828673579251653,-0.8723490675154405,0
Michael Dickerson,-3.027323036103641,-1.6902507183173143,-0.680009430487737,0.27199039932056324,0.12881475007982118,0.1724816166339988,0.7973040135677593,0.040224841848620865,0
DeSagana Diop,1.384642854770806,2.2995034576970306,0.45738515550200687,0.6465857590559176,-0.7037593215673199,2.6674277258983228,1.253994881679651,-0.3960794113861126,0
Vlade Divac,-0.04011982195602256,-0.4028220094919539,1.1758648180392917,-0.5805293469711235,1.0191600154067602,0.9149095805735403,-0.14120894101141723,0.30247507781982247,0
Michael Doleac,2.104229265338066,2.411481164328012,0.4286479143558467,-0.3783419396157428,-1.5491124160319076,-0.6206022423624069,-0.6083227486437282,-0.3275492734424106,0
Keyon Dooling,2.010535173246011,1.0055987797851924,-0.672264228631691,0.42390744917021855,0.7910265215235865,-1.4538153165477863,-0.12226842721832577,-1.187262045007094,0
Bryce Drew,2.1757423506635774,-0.1996739282666412,0.511032380323312,-1.4500341326438024,-0.546218363288955,-1.1903382799871387,0.38492083844555763,-0.8715414960356204,0
Predrag Drobnjak,2.4300380496442586,-1.0547964045596259,0.3674708877155938,-0.3687239081287098,-1.196183371625398,1.2644584001746184,-0.8122529001190352,-0.2192355309889728,0
Chris Dudley,-0.9562225396289104,0.283934520105828,0.5831702655733503,3.393370993100667,-1.5114313901064422,1.2744135502763712,1.3708015371192637,1.4102112742522201,0
Tim Duncan,-2.088592649160589,-1.2113201597352028,0.8052821768173424,1.697647177754278,2.419073199564688,-1.3807109631575412,-0.8780338843318188,0.45998189820048485,1
Howard Eisley,1.1223329119931242,-0.9929924677199445,0.11473813089056221,-0.7475546461513276,1.0690095228140282,-2.291776679363787,-0.9544088329997115,0.3409411974855562,0
Obinna Ekezie,1.461543858680614,-0.6690674341832407,-0.8597514978662154,1.9240129769207974,1.2549186432131418,-1.4190705638857624,0.18341585310232783,-1.2061930686858668,0
LaPhonso Ellis,1.809577568392285,0.12230044621142026,-0.4754471201409334,0.816126078955786,-0.21059987723273854,-1.678742007096411,-0.329120869208395,-0.22230761061862742,0
Evan Eschmeyer,0.688211285047565,-1.0744784748021683,-0.7753539856146663,0.572323330793007,0.7888715241972857,1.1586733839491918,-1.0013474334601273,-0.16735640970209112,0
Maurice Evans,3.4982853389663693,-0.7819985072336718,-0.3126101911405068,-0.07502806824746273,-0.9551942516874656,-0.8997651209004062,-1.261996330171365,1.4466655334369498,0
Patrick Ewing,-0.13698756110968996,0.22923409487155663,-0.07430725402951033,-0.28947795047841224,-0.051087255570622346,-0.9112689101272949,-1.3840115235424864,0.31302381738652757,0
Danny Ferry,4.637788401984936,-1.534518969712544,-0.04407297021000863,-2.4281977088860125,0.6773843035809332,0.8649102765802601,-0.7742989981025717,0.13983976137943185,0
Michael Finley,-2.076338621025252,-1.3764907937028372,-0.6979061954047427,0.3965542081858407,-0.5570377556361257,0.07306592196827506,0.7456977484230548,-0.04862760819428951,0
Derek Fisher,0.1729899001067044,-3.554454816083185,-0.2220735791586852,0.5793254599242961,-0.6435748732294436,0.3581493860338002,1.5372715575113327,-0.01651774325435158,0
Marcus Fizer,-7.042903443823433,-2.0430418987801695,-1.7631157187686333,1.0335285411040096,-2.5408931306794575,-0.5336547222818525,0.928049033768219,5.792758911175873,0
Isaac Fontaine,-1.6283345908524238,-0.26624104959162115,0.04321744103396759,0.8000131166251162,0.5915756871673536,-1.1248556231356714,-0.46748656018137763,-0.6689256810659057,0
Alton Ford,-2.143846996269169,0.8719312691666098,2.9084295491845524,-2.9320738211028363,0.9930540746989148,0.2845599241019932,0.6451953081671808,0.3737601914956566,0
Joseph Forte,-4.371690441681876,-1.8372488053662432,-0.6173827344064967,-0.1419323256165165,-0.14582043760641356,0.4217705458127682,-1.5738918417432248,-0.1926667892327544,0
Danny Fortson,0.18037131499356107,2.094301055962566,-0.366120237058883,0.12835713735017729,-1.12259730923454,0.4341796178006654,0.015765827355842015,1.2401912260929755,0
Greg Foster,2.277637628537444,0.5336124469768072,0.9718317793383584,-0.8734338232210903,-0.967758513758992,-1.8415157993279583,0.2548117618413486,-1.1381803339587029,0
Jeff Foster,-1.0878056280297708,1.1037858767463118,0.7113266161799524,0.1737485955102504,-0.6702041877211334,-1.076492591029618,0.41437221248565725,-0.5551404422095068,0
Antonis Fotsis,3.953909910369679,0.16319869048186275,-1.5154208881966151,-0.79239034453778,-1.7018892472688165,-0.010539240973360509,-0.9696036314234241,0.6756414310954384,0
Tremaine Fowlkes,-0.6980192395722307,2.5868073341869415,0.5264902334675566,1.314025719261835,0.4692597667530276,2.7537342265962645,0.6683455391316347,1.0178585483621787,0
Rick Fox,1.6216253194549237,-0.18229218395609267,0.013111778054071838,0.7843080474944388,0.5640785905696138,-3.326422658621733,-0.46897732857802,0.10587195623492182,0
Adonal Foyle,0.17056457932499478,-0.14058342117927483,-0.41050792743459796,0.732957618546735,-0.7639419610524809,-0.8388887359284521,-1.056921070956316,1.0292366564334614,0
Steve Francis,3.245808495313624,-0.03772741657759922,-0.19252901777183926,-1.4072365375942437,2.0321523688320533,-0.9809797198763474,0.6689334178965775,0.13136109372992522,1
Lawrence Funderburke,-2.2290252352612745,1.2340092872912938,-1.2280859063254126,1.7796156147724536,-0.02139155403290467,1.9283641323755252,0.48647900254642024,0.33249131662358117,0
Kevin Garnett,-0.7882658373939134,0.3134203314800294,1.484145775449058,1.329824257869319,0.4731331300612702,-1.4552902759944824,1.1825100935181976,-0.8942596994087593,1
Dean Garrett,3.3399422183669034,-0.5078203479004603,-1.7011634010031718,0.9717302849409885,1.1370528015805845,-0.045904992353173,0.6076347010488214,-0.5463520759715063,0
Pat Garrity,-0.08652898637974468,-0.9354763620452082,-0.24439941866455855,1.1252861885330618,0.5543304569025266,-0.555596985265787,-0.06691450921355181,0.33078558237915323,0
Pau Gasol,-0.7542666490325332,2.4728731855101036,0.06565666605755753,-0.9897056816816715,0.4327012032596529,-0.38172707514330795,0.23687154598246815,-2.3904900077388818,0
Chris Gatling,-0.7835629287808703,0.31334279442637125,0.8231782920744521,-0.9357318176470988,-1.1721024526740116,-1.02195804078595,-1.626591216078503,0.5970619378543351,0
Matt Geiger,-3.7415629002300608,-0.30278657428776773,0.3229202167909171,-0.7543092915878592,-0.6741188781177553,-0.2647168367517012,1.2894636331872673,-1.840329717408435,0
Devean George,-0.3221620787029266,0.05513555034141947,-0.7086397443061405,-0.5154896729765308,-0.8828546831453828,0.29421510599383177,-0.6722590618450275,0.7696402369634279,0
Eddie Gill,-2.0519793785972076,-0.5270135594241698,0.9776485886863343,-0.36055457442210215,-0.23492088522476134,0.9691102252945223,0.47659560850919297,0.1892554205556872,0
Kendall Gill,2.827824120740505,-3.1443408181287293,1.2675754652604208,0.6570389791843362,-1.8216028413915364,0.2015699311673809,1.3810951987751687,-1.0575486103657388,0
Dion Glover,0.619461697686186,0.09497696891103777,0.8534019173314961,1.2328378661478183,-0.19440348699394994,0.08739558770840791,0.2130534916970994,-0.010547285092514,0
Steve Goodrich,3.164654688501913,0.837495200633037,-1.466406882141031,-0.24242480454151077,-0.5019578620295986,-1.4288546051598987,-0.4853034927196864,-0.14395310380474072,0
Brian Grant,0.8215549082409209,-2.4823099187956066,-0.0250588703172793,-0.511198641805306,0.23268358055990554,0.995032344687469,-2.0430324869068612,0.5174134053881073,0
Horace Grant,-2.030077624380155,-1.028830415106498,-0.14335061419746375,0.2855110979236831,0.2442288382202033,-0.2362684053979078,-1.228530870838781,0.6240699384072723,0
Adrian Griffin,-2.7419439319442294,1.3217531449261923,-0.4616635553495465,-0.1354071349425934,-0.6898000352284631,2.4796084760982415,0.6491333827907507,1.7402598396728242,0
Eddie Griffin,-0.7779070540402718,0.30516142907730087,-0.5468468858496658,-0.04895025876610367,-0.19965345945225496,-0.16388495664597075,-0.034572206293130195,-1.1015503850722055,0
Tom Gugliotta,-1.1624590873295286,0.9023082734281401,-1.000612856148822,1.4824502318278854,-0.07070758045661689,0.005295366341176783,0.7969865886563063,-0.21916774148431029,0
A.J. Guyton,6.269812316416805,-0.9715735591811735,-1.0236616139727395,0.15653272077325756,0.88078190225484,0.3761903478792717,-0.48309805626217417,0.6943190920900434,0
Darvin Ham,5.827232584831043,0.1568678605690755,-1.6010861255938025,0.18029016919478424,0.4518643521289904,-0.46564872195227847,0.3351273003807855,-0.9439415670083254,0
Richard Hamilton,-1.7987759228565168,1.2774282182782428,-0.5161437805679011,1.0913778233911102,-0.40760694091770183,0.4532534874732671,1.1590349270030904,0.25158779805411635,0
Tang Hamilton,0.21140150695234372,1.589168879235872,0.8931361350479968,-0.3472945929482956,-0.12302943796594039,0.04561538287773926,0.4375780114146259,-1.1890299570701834,0
